5.489113323219999984e+03;1.000000000000000000e+00
5.495205618427000445e+03;0.000000000000000000e+00
5.500790972607000185e+03;2.000000000000000000e+00
5.506884121510999648e+03;0.000000000000000000e+00
5.512471688949999589e+03;3.000000000000000000e+00
5.518564008868999736e+03;0.000000000000000000e+00
5.524151317873999687e+03;4.000000000000000000e+00
5.530244101723000313e+03;0.000000000000000000e+00
5.535830493278000176e+03;5.000000000000000000e+00
5.541923668563000319e+03;0.000000000000000000e+00
5.547509752660999766e+03;6.000000000000000000e+00
5.553604666606999672e+03;0.000000000000000000e+00
5.559190798536000329e+03;7.000000000000000000e+00
5.565283943749000173e+03;0.000000000000000000e+00
5.570870688748000248e+03;8.000000000000000000e+00
5.576964591439999822e+03;0.000000000000000000e+00
5.582551079312000184e+03;9.000000000000000000e+00
5.588644809880999674e+03;0.000000000000000000e+00
5.594231741388999581e+03;1.000000000000000000e+01
5.600323987374999888e+03;0.000000000000000000e+00
5.605910220509000283e+03;1.000000000000000000e+00
5.612004657256000428e+03;0.000000000000000000e+00
5.617592200449999837e+03;2.000000000000000000e+00
5.623686161657999946e+03;0.000000000000000000e+00
5.629271622586000376e+03;3.000000000000000000e+00
5.635365044696999576e+03;0.000000000000000000e+00
5.640950454015000105e+03;4.000000000000000000e+00
5.647042506486000093e+03;0.000000000000000000e+00
5.652628373685000042e+03;5.000000000000000000e+00
5.658722006115999648e+03;0.000000000000000000e+00
5.664307338741000422e+03;6.000000000000000000e+00
5.670400289324000369e+03;0.000000000000000000e+00
5.675985573807000037e+03;7.000000000000000000e+00
5.682079282618000434e+03;0.000000000000000000e+00
5.687665588214999843e+03;8.000000000000000000e+00
5.693759392312999807e+03;0.000000000000000000e+00
5.699344836399000087e+03;9.000000000000000000e+00
5.705438331729000311e+03;0.000000000000000000e+00
5.711024221966999903e+03;1.000000000000000000e+01
5.717117250444999627e+03;0.000000000000000000e+00
5.722703006642999753e+03;1.000000000000000000e+00
5.728795902971000032e+03;0.000000000000000000e+00
5.734382314198000131e+03;2.000000000000000000e+00
5.740475949243000287e+03;0.000000000000000000e+00
5.746061644667999644e+03;3.000000000000000000e+00
5.752155255054000008e+03;0.000000000000000000e+00
5.757742041911999877e+03;4.000000000000000000e+00
5.763835227329000190e+03;0.000000000000000000e+00
5.769422372807999636e+03;5.000000000000000000e+00
5.775517059537000023e+03;0.000000000000000000e+00
5.781104188774999784e+03;6.000000000000000000e+00
5.787197405898000397e+03;0.000000000000000000e+00
5.792783760665000045e+03;7.000000000000000000e+00
5.798877679639999769e+03;0.000000000000000000e+00
5.804463735809999889e+03;8.000000000000000000e+00
5.810556871728999795e+03;0.000000000000000000e+00
5.816143513607000386e+03;9.000000000000000000e+00
5.822236721506000322e+03;0.000000000000000000e+00
5.827822533585000201e+03;1.000000000000000000e+01
5.833916151458000058e+03;0.000000000000000000e+00
5.839502491580999958e+03;1.000000000000000000e+00
5.845595544042999791e+03;0.000000000000000000e+00
5.851181225475999781e+03;2.000000000000000000e+00
5.857273142691999965e+03;0.000000000000000000e+00
5.862859376204000000e+03;3.000000000000000000e+00
5.868952934021000146e+03;0.000000000000000000e+00
5.874538917029000004e+03;4.000000000000000000e+00
5.880632708052999988e+03;0.000000000000000000e+00
5.886219133874999898e+03;5.000000000000000000e+00
5.892313131160000012e+03;0.000000000000000000e+00
5.897899353556000278e+03;6.000000000000000000e+00
5.903993846358000155e+03;0.000000000000000000e+00
5.909579777742000260e+03;7.000000000000000000e+00
5.915672980854999878e+03;0.000000000000000000e+00
5.921258110783000120e+03;8.000000000000000000e+00
5.927351191656000083e+03;0.000000000000000000e+00
5.932936033080999550e+03;9.000000000000000000e+00
5.939029181285999584e+03;0.000000000000000000e+00
5.944615570934999596e+03;1.000000000000000000e+01
5.950708785926000019e+03;0.000000000000000000e+00
5.956295103755000127e+03;1.000000000000000000e+00
5.962388483411000379e+03;0.000000000000000000e+00
5.967974402480999743e+03;2.000000000000000000e+00
5.974066906928999742e+03;0.000000000000000000e+00
5.979652466374000142e+03;3.000000000000000000e+00
5.985745949512000152e+03;0.000000000000000000e+00
5.991332510576999994e+03;4.000000000000000000e+00
5.997426438211999994e+03;0.000000000000000000e+00
6.003013895611999942e+03;5.000000000000000000e+00
6.009108764001000054e+03;0.000000000000000000e+00
6.014693657992000226e+03;6.000000000000000000e+00
6.020787071601000207e+03;0.000000000000000000e+00
6.026372448277999865e+03;7.000000000000000000e+00
6.032466308170999582e+03;0.000000000000000000e+00
6.038052189046000422e+03;8.000000000000000000e+00
6.044145764222000253e+03;0.000000000000000000e+00
6.049731122481000057e+03;9.000000000000000000e+00
6.055823808045000078e+03;0.000000000000000000e+00
6.061410375217000365e+03;1.000000000000000000e+01
6.067503378211000381e+03;0.000000000000000000e+00
6.073089856751000298e+03;1.000000000000000000e+00
6.079182621201000075e+03;0.000000000000000000e+00
6.084768630980999660e+03;2.000000000000000000e+00
6.090861547989999963e+03;0.000000000000000000e+00
6.096448858912999640e+03;3.000000000000000000e+00
6.102541583545999856e+03;0.000000000000000000e+00
6.108128765636999560e+03;4.000000000000000000e+00
6.114222106557000188e+03;0.000000000000000000e+00
6.119807590651000282e+03;5.000000000000000000e+00
6.125899939969000116e+03;0.000000000000000000e+00
6.131486156349000339e+03;6.000000000000000000e+00
6.137579434600999775e+03;0.000000000000000000e+00
6.143166727834999620e+03;7.000000000000000000e+00
6.149260163965000174e+03;0.000000000000000000e+00
6.154848002828000062e+03;8.000000000000000000e+00
6.160940761726999881e+03;0.000000000000000000e+00
6.166527159088999724e+03;9.000000000000000000e+00
6.172621410034999826e+03;0.000000000000000000e+00
6.178206515148999642e+03;1.000000000000000000e+01
6.184299996040999758e+03;0.000000000000000000e+00
6.189886445979999735e+03;1.000000000000000000e+00
6.195979864943999928e+03;0.000000000000000000e+00
6.201564829637000003e+03;2.000000000000000000e+00
6.207658051489000172e+03;0.000000000000000000e+00
6.213244526665999729e+03;3.000000000000000000e+00
6.219337879849999808e+03;0.000000000000000000e+00
6.224923354747000303e+03;4.000000000000000000e+00
6.231015660406000279e+03;0.000000000000000000e+00
6.236602118615000109e+03;5.000000000000000000e+00
6.242695340229999601e+03;0.000000000000000000e+00
6.248281512739999926e+03;6.000000000000000000e+00
6.254374193702000412e+03;0.000000000000000000e+00
6.259959829684000397e+03;7.000000000000000000e+00
6.266052541259999998e+03;0.000000000000000000e+00
6.271638829313999850e+03;8.000000000000000000e+00
6.277730871548000323e+03;0.000000000000000000e+00
6.283315925259999858e+03;9.000000000000000000e+00
6.289408811121000326e+03;0.000000000000000000e+00
6.294995258115000070e+03;1.000000000000000000e+01
6.301089815393000208e+03;0.000000000000000000e+00
6.306676322667000022e+03;1.000000000000000000e+00
6.312770017843999995e+03;0.000000000000000000e+00
6.318355846002000362e+03;2.000000000000000000e+00
6.324449935968999853e+03;0.000000000000000000e+00
6.330037375916000201e+03;3.000000000000000000e+00
6.336132214170999760e+03;0.000000000000000000e+00
6.341719717758999650e+03;4.000000000000000000e+00
6.347813539443000082e+03;0.000000000000000000e+00
6.353400290538999798e+03;5.000000000000000000e+00
6.359493637837999813e+03;0.000000000000000000e+00
6.365080203585000163e+03;6.000000000000000000e+00
6.371173366951999924e+03;0.000000000000000000e+00
6.376759190056999614e+03;7.000000000000000000e+00
6.382851889978999679e+03;0.000000000000000000e+00
6.388437171706000299e+03;8.000000000000000000e+00
6.394531862007999734e+03;0.000000000000000000e+00
6.400117908969000382e+03;9.000000000000000000e+00
6.406211034164999546e+03;0.000000000000000000e+00
6.411798488032999558e+03;1.000000000000000000e+01
6.417891233424999882e+03;0.000000000000000000e+00
6.423476769824999792e+03;-1.000000000000000000e+00
